Tempo,Energía,Tono,Like
147.649134795031,0.022615902419583,2.939022516982116,1
70.16512202997559,0.13018940626029152,8.655327571409376,1
74.49238922955419,0.7197342902874514,3.632814464519835,0
150.3936049692439,0.19578518668206624,1.183782179041919,0
87.73985097039503,0.23872877327865016,9.43146146951105,0
112.56468772018766,0.6328364347703911,8.736187059618615,1
171.3186909171828,0.4689014103825093,3.2916994272530697,0
131.79965050354866,0.03898347982709427,8.492719889702224,1
100.51194020327686,0.11767188048740196,5.016655180101806,1
87.23420827746357,0.8583947400004407,8.439007652533565,0
127.12260208055751,0.17967791727564897,1.0185221482161304,1
179.05674855142303,0.39895138272326014,5.292238373166173,0
174.0339810447819,0.3123676636450454,9.114120182355483,1
101.79594024872742,0.9846362924267306,3.250671725281921,1
154.62466594211054,0.07684802515080191,3.4213686855965815,0
141.9112726540368,0.7554982219979857,6.811893996521666,0
113.58692300046052,0.8970306704095475,5.051526699928973,0
119.17528872517161,0.8413917061544618,3.495930262017855,0
124.58953640083867,0.014056732850233788,4.0177160427589,1
172.88875826218455,0.8118978466204287,8.43515232375487,1
129.4120526042813,0.3974894240836624,6.582328353327182,0
158.9482672704653,0.4491526186992493,7.754748627998099,1
116.53220530755709,0.5982782092992089,6.860772609648238,1
115.26172316532264,0.8548964008126747,5.302607679282696,0
104.91563681598906,0.8263754590843319,8.530336155881152,0
140.39857425014418,0.14390577429410656,7.473070412110518,0
67.23852564765407,0.4238677437652171,4.286681180573481,0
67.16362787458564,0.7339444754505622,5.835730841870932,1
150.9448333365716,0.8354583987958244,5.526262047319963,1
151.05052301821016,0.8215945669178163,7.311791493438266,0
66.74348371713646,0.04230261776050015,1.4655910259676324,1
172.21276688904737,0.7074403416286342,5.267577535878984,0
77.62873649791429,0.835264972988016,2.215908932245732,1
174.82182260251034,0.3156414006976803,3.95188357115929,0
67.74138156801315,0.008377462787189205,4.3213070325346745,1
170.54230335010448,0.2791776934082574,9.141221143838276,0
123.2885682366837,0.7719036532999989,5.201955403140226,1
139.53517905836082,0.1285409955639425,7.170654734940392,0
72.12455508382803,0.4181759034756489,5.091308246710012,1
64.15864985418463,0.5231470772409288,5.2239824512369095,0
170.64085738551802,0.061543332646455506,7.359329075961213,0
112.18692942559517,0.47227754671307665,2.6683906724546436,1
86.97121120402412,0.3731447689084957,2.7359440845670084,1
124.04504773410149,0.6647051130490486,7.701267312468097,1
153.35783221059697,0.33544285812212615,9.94183918179407,1
119.66886374877835,0.08684193300183285,2.0786819505101706,1
160.45017561023607,0.5244166188337956,4.2432413730945076,1
150.07566204137208,0.9455926738651517,4.698047279189526,0
129.23065588595273,0.12147297416841596,4.670191508733497,1
100.48178926122644,0.05504174949584861,5.20687376997153,0
174.97669901378362,0.9248467955588902,9.509561923967441,1
102.48137457544252,0.08371815963684015,3.4398655370337634,1
174.06675643068755,0.865526520958573,2.6465396364111724,0
87.54830349135032,0.011995823362536129,8.224141139052389,1
111.28404973982502,0.41288409111512103,5.430219458108869,0
97.39812270297567,0.5434802396124098,9.068886026555106,0
65.9009859678483,0.8846315220508669,5.397891039546575,0
60.34036451507959,0.15551063768082618,6.3954254290645896,1
81.51802298741649,0.3401458081014115,3.6376496570098356,0
80.2352782015254,0.8260552969499169,6.579465345026002,0
174.9352661592598,0.5810429256527915,1.1744757775235715,1
91.1433423835512,0.11360253738761428,7.594353177584542,1
91.7617848113688,0.6322285409987912,6.014005588313473,0
135.29542029963798,0.6610931381975825,5.636645104593749,0
122.56925372359098,0.00790527537639052,3.439904197827235,1
106.67099199782552,0.3989402485156406,9.139768833035125,0
86.79796901157985,0.9034163733411258,8.212712137403757,0
129.95535986310608,0.7040376519551108,9.74422082596752,0
152.8401244587024,0.483319793731008,6.905624278104727,1
123.09582138633377,0.9115978896825556,9.703820154004369,0
156.79065239170117,0.17033556735539512,6.080424994023255,0
165.13202266075348,0.6049371850731434,2.8176786378829584,0
141.03164962994828,0.171601620425063,7.588872505518235,0
129.69518931010265,0.7496081282282026,8.634955668771132,1
123.71784280886021,0.9041381838156534,5.8088005736104,1
174.98927154336047,0.38656857170115255,4.741048012545826,1
135.97325273623366,0.6691040887318597,8.296711757610748,1
175.96929559483073,0.3367335723127871,4.760533646063594,0
106.47182127076962,0.7102264068064852,9.551554730241756,0
75.44618546258653,0.4179427144594017,4.27515338516738,0
151.54072199710788,0.975311347021248,9.735127945987143,0
84.63674698670016,0.9458102834796243,9.417609649585309,0
175.69076062750332,0.07556160527672562,6.438461323663787,1
84.09182368777442,0.28974448983203516,8.254952037721894,1
163.015057711354,0.6775989541603696,5.405835667762651,1
71.75054248006589,0.2753663520622365,2.9706214326118783,0
169.03429374954516,0.2532972934445248,5.734383057750454,0
62.04887249206592,0.6340070658140594,5.971112505787652,1
76.531039810132,0.8802185816402216,8.580395132073537,1
152.89547409514893,0.874767529691634,7.2234809587544015,0
108.52266645797036,0.775935711951254,9.122522083233134,0
109.68620964199678,0.6364429951409444,6.020327389605675,0
145.16482469410226,0.8114099131514079,9.338075442756555,1
171.06457081699045,0.649345337045401,4.745753662571223,1
106.34764589848419,0.7614730121200933,5.281399728233555,0
165.67099223030826,0.7974663535071108,5.368063524760101,1
131.13007179418395,0.09977497599112384,3.17957153686633,1
124.16911373733566,0.5223941651098123,7.415672212197091,0
72.44845672718014,0.6091294734979718,1.7877299702614171,0
72.51774176612474,0.7408508059393976,7.710076012075968,1
175.13256529461393,0.46166318975709775,4.001467917755956,0
82.10293197953979,0.11296603239706005,2.2864843094600946,1
165.46288241353315,0.9313319091619106,9.571772086504534,1
173.32031604975717,0.6174065890125946,4.507845420329293,0
150.84319485399956,0.11216137254348246,9.656566991636389,0
76.65745335157402,0.24656473870731077,4.563272591257132,0
159.5996835266748,0.3601751963599913,5.617827677021425,1
167.89205259177692,0.9528727963719584,7.064204273300366,0
130.13967186780332,0.6239004138185542,3.3429983769534637,0
160.77693461546383,0.08962490817902757,6.435886196928232,1
94.1121492608527,0.7162714819736021,8.942491871826686,0
84.09867277308805,0.5012088978142664,3.0422307979785472,1
126.94077942220405,0.6752529134690405,4.113234735164834,1
177.82449222883537,0.5075882117569241,2.576362029896692,0
165.50962352669592,0.5621427959239592,8.022231095570657,0
64.05227815479185,0.06195198914841982,7.104162632464432,1
91.50978040173746,0.9072460123399618,5.141418951354671,0
82.87687679889552,0.8617877732822468,3.0824923326157023,1
137.54814896944924,0.1091883689466473,9.42276020645794,0
154.0637948160929,0.6813222612638061,3.268690012133291,0
64.92072766864835,0.9372560195999562,3.2116564070983102,1
169.295061050032,0.7545902548450043,4.851029723471349,1
61.24761881615014,0.5051123831451699,6.876800827533443,0
90.30755266488737,0.36195835624560135,3.6759196268270857,0
95.96804869213355,0.853983405157504,2.794760864847299,1
66.60188749897748,0.04035184031155847,3.108909505187855,1
128.3924780746269,0.02347972752736327,7.969360720723205,1
